latency
0.322041
2.22401
1.7116
0.353537
1.87613
0.229876
0.18042
0.445459
0.153933
0.132036
0.129741
0.127464
1.13356
0.762595
0.272385
0.369464
0.141676
0.669829
0.848699
0.195798
0.658229
0.185673
0.400546
0.152015
0.131395
0.128113
0.13276
0.128343
1.13836
0.407336
0.162713
0.137974
0.781116
0.168383
0.229581
0.950294
0.74792
0.270413
0.482972
0.75998
0.521638
0.161342
0.140335
0.13226
0.116014
0.126373
1.28931
1.0234
0.377289
0.155361
0.181977
0.142043
0.133964
0.128111
1.65171
0.468512
0.162971
0.150823
0.132103
0.128915
1.31528
1.49617
0.207047
0.138696
0.130278
0.227583
0.453052
0.678551
0.857238
0.204137
0.124779
0.132982
0.739516
1.62756
1.28464
0.261618
0.245071
0.213889
1.24741
0.46873
0.231115
0.247056
1.20105
0.494445
0.255075
1.32361
0.44078
0.484806
0.594504
0.394242
0.1407
0.143287
0.707431
0.490879
0.157459
0.86802
0.386599
0.160112
0.154219
0.293688
0.155578
1.812
1.00844
1.49323
0.373822
1.49014
0.499869
0.737598
0.3448
0.75777
0.192302
0.139489
0.691825
0.195971
0.137129
0.303976
0.233939
0.537352
0.480146
0.159525
0.818265
0.631641
0.784194
0.208231
0.359943
0.249836
0.138334
0.142326
0.127768
0.124207
0.126418
0.20931
0.128019
0.138402
0.126974
1.52158
0.992504
0.193565
0.142391
0.130211
0.120434
0.127705
1.26981
0.273748
0.710744
0.265557
0.291319
0.138019
0.132829
0.116405
0.768116
0.749037
0.272593
0.615433
0.156367
0.120507
0.719059
0.734671
0.389909
0.158612
0.135341
2.26125
0.415757
0.33469
0.70767
0.27704
2.90149
0.234976
0.162062
0.148229
0.172116
0.148102
0.140304
2.50354
0.270936
0.158066
0.133776
0.433785
0.13755
0.114645
0.131812
1.31273
0.36353
0.162476
0.134365
0.129917
0.667398
0.391131
0.642573
0.196178
0.704767
0.187725
0.139839
0.431675
0.162324
0.132704
0.127933
0.12776
0.125059
0.109632
0.125056
0.128291
0.12404
0.126781
1.62293
0.39808
0.15789
1.13221
0.287144
0.383868
1.40678
0.58273
0.33406
0.295323
0.303925
0.284581
0.273064
2.65599
0.415837
1.06596
0.749183
0.444169
0.173955
0.517924
0.71011
0.159897
0.120839
0.714848
0.212538
0.150266
0.562784
0.41467
0.179157
0.754354
0.387849
0.156916
1.09855
0.27105
0.945187
0.16478
0.120509
0.138929
0.162595
0.192119
0.415265
0.166921
0.898654
1.19517
0.324019
0.15103
0.133744
0.128315
0.125348
0.124774
0.136639
0.132087
0.165643
0.422687
0.232213
2.06897
0.593205
0.149109
0.15175
0.759511
0.487535
0.611806
2.24116
0.58131
0.272654
1.01553
0.320558
0.753643
2.27597
1.27191
0.369707
0.444015
0.320979
2.22045
0.554224
0.849743
0.917036
0.162685
0.148424
0.58679
0.160031
0.22673
0.281402
0.1428
0.134031
1.25179
0.295156
0.125448
1.22814
0.211526
0.898575
0.396866
0.732756
0.208381
0.338286
0.158569
0.137862
0.255152
0.137447
0.13678
0.115584
0.125455
0.125292
0.124771
0.126904
0.123687
0.126482
0.123342
1.8234
0.207375
0.876643
0.816346
0.597276
0.209979
